52,6,>,52
52,7,>,52
52, ,6,53
53, ,<,54
53,0,<,54
53,1,<,54
53,2,<,54
53,3,<,54
53,4,<,54
53,5,<,54
53,6,<,54
53,7,<,54
54,0,<,54
54,1,<,54
54,2,<,54
54,3,<,54
54,4,<,54
54,5,<,54
54,6,<,54
54,7,<,54
54, ,<,55
55,0,<,55
55,1,<,55
55,2,<,55
55,3,<,55
55,4,<,55
55,5,<,55
55,6,<,55
55,7,<,55
55, ,6,56
5,7, ,57
57, ,>,58
57,0,>,58
57,1,>,58
57,2,>,58
57,3,>,58
57,4,>,58
57,5,>,58
57,6,>,58
57,7,>,58
58,0,>,58
58,1,>,58
58,2,>,58
58,3,>,58
58,4,>,58
58,5,>,58
58,6,>,58
58,7,>,58
58, ,>,59
59,0,>,59
59,1,>,59
59,2,>,59
59,3,>,59
59,4,>,59
59,5,>,59
59,6,>,59
59,7,>,59
59, ,7,60
60, ,<,61
60,0,<,61
60,1,<,61
60,2,<,61
60,3,<,61
60,4,<,61
60,5,<,61
60,6,<,61
60,7,<,61
61,0,<,61
61,1,<,61
61,2,<,61
61,3,<,61
61,4,<,61
61,5,<,61
61,6,<,61
61,7,<,61
61, ,<,62
62,0,<,62
62,1,<,62
62,2,<,62
62,3,<,62
62,4,<,62
62,5,<,62
62,6,<,62
62,7,<,62
62, ,7,63
7, ,<,400
7,0,<,400
7,1,<,400
7,2,<,400
7,3,<,400
7,4,<,400
7,5,<,400
7,6,<,400
7,7,<,400

400,7,6,550
400,6,5,550
400,5,4,550
400,4,3,550
400,3,2,550
400,2,1,550
400,1,0,600
400,0,<,400
450,0,7,550
500, , ,500
500,7,6,550
500,6,5,550
500,5,4,550
500,4,3,550
500,3,2,550
500,2,1,550
500,1,0,600
500,0,7,550
550,7,>,500
550,6,>,500
550,5,>,500
550,4,>,500
550,3,>,500
550,2,>,500
550,1,>,500
550,0,>,500
600,0,<,650
650, ,>,700
650,7,>,550
650,6,>,550
650,5,>,550
650,4,>,550
650,3,>,550
650,2,>,550
650,1,>,550
650,0,>,550
700,0, ,700
700, ,>,450
